"","PROBEID","SYMBOL","ENTREZID","GENENAME"
"34765","225507_at","PNISR","25957","PNN interacting serine and arginine rich protein"
"34766","225508_at","RELCH","57614","RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing"
"34767","225509_at","SAP30L","79685","SAP30 like"
"34768","225510_at","OAF","220323","out at first homolog"
"34769","225511_at","GPRC5B","51704","G protein-coupled receptor class C group 5 member B"
"34770","225512_at","ZBTB38","253461","zinc finger and BTB domain containing 38"
"34771","225513_at","SCRN2","90507","secernin 2"
"34772","225514_at","NOP9","161424","NOP9 nucleolar protein"
"34773","225515_s_at","WAC-AS1, RPL7L1","220906, 285855","WAC antisense RNA 1 (head to head), ribosomal protein L7 like 1"
"34774","225516_at","SLC7A2","6542","solute carrier family 7 member 2"
"34775","225517_at","ZNF770","54989","zinc finger protein 770"
"34776","225518_x_at","MTHFD1L","25902","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like"
"34777","225519_at","PPP4R2","151987","protein phosphatase 4 regulatory subunit 2"
"34778","225520_at","MTHFD1L","25902","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like"
"34779","225521_at","ANAPC7","51434","anaphase promoting complex subunit 7"
"34780","225522_at","AAK1","22848","AP2 associated kinase 1"
"34781","225523_at","CCDC142, MRPL53","84865, 116540","coiled-coil domain containing 142, mitochondrial ribosomal protein L53"
"34782","225524_at","ANTXR2","118429","ANTXR cell adhesion molecule 2"
"34783","225525_at","KIAA1671","85379","KIAA1671"
"34784","225526_at","MKLN1","4289","muskelin 1"
"34785","225527_at","CEBPG","1054","CCAAT enhancer binding protein gamma"
"34786","225528_at","IPO8","10526","importin 8"
"34787","225529_at","ACAP3","116983","ArfGAP with coiled-coil, ankyrin repeat and PH domains 3"
"34788","225530_at","MOB3A","126308","MOB kinase activator 3A"
"34789","225531_at","CABLES1","91768","Cdk5 and Abl enzyme substrate 1"
"34790","225532_at","CABLES1","91768","Cdk5 and Abl enzyme substrate 1"
"34791","225533_at","PHF19","26147","PHD finger protein 19"
"34792","225534_at","SMIM19","114926","small integral membrane protein 19"
"34793","225535_s_at","TIMM23","100287932","translocase of inner mitochondrial membrane 23"
"34794","225536_at","TMEM54","113452","transmembrane protein 54"
"34795","225537_at","TRAPPC6B","122553","trafficking protein particle complex subunit 6B"
"34796","225538_at","ZCCHC9","84240","zinc finger CCHC-type containing 9"
"34797","225539_at","ZBTB21","49854","zinc finger and BTB domain containing 21"
"34798","225540_at","MAP2","4133","microtubule associated protein 2"
"34799","225541_at","RPL22L1","200916","ribosomal protein L22 like 1"
"34800","225542_at","ACAP3","116983","ArfGAP with coiled-coil, ankyrin repeat and PH domains 3"
"34801","225543_at","GTF3C4","9329","general transcription factor IIIC subunit 4"
"34802","225544_at","TBX3","6926","T-box transcription factor 3"
"34803","225545_at","EEF2K","29904","eukaryotic elongation factor 2 kinase"
"34804","225546_at","EEF2K","29904","eukaryotic elongation factor 2 kinase"
"34805","225547_at","SNHG6","641638","small nucleolar RNA host gene 6"
"34806","225548_at","SHROOM3","57619","shroom family member 3"
"34807","225549_at","DDX6","1656","DEAD-box helicase 6"
"34808","225550_at","CNST","163882","consortin, connexin sorting protein"
"34809","225551_at","CNST","163882","consortin, connexin sorting protein"
"34810","225552_x_at","AURKAIP1","54998","aurora kinase A interacting protein 1"
"34811","225553_at","CNIH1","10175","cornichon family AMPA receptor auxiliary protein 1"
"34812","225554_s_at","ANAPC7","51434","anaphase promoting complex subunit 7"
"34813","225555_x_at","AURKAIP1","54998","aurora kinase A interacting protein 1"
"34814","225556_at","VMA21","203547","vacuolar ATPase assembly factor VMA21"
"34815","225557_at","CSRNP1","64651","cysteine and serine rich nuclear protein 1"
"34816","225558_at","GIT2","9815","GIT ArfGAP 2"
"34817","225559_at","CCDC174","51244","coiled-coil domain containing 174"
"34818","225560_at","POMT2","29954","protein O-mannosyltransferase 2"
"34819","225561_at","SELENOT","51714","selenoprotein T"
"34820","225562_at","RASA3","22821","RAS p21 protein activator 3"
"34821","225563_at","PAN3","255967","poly(A) specific ribonuclease subunit PAN3"
"34822","225564_at","SPATA13","221178","spermatogenesis associated 13"
"34823","225565_at","CREB1","1385","cAMP responsive element binding protein 1"
"34824","225566_at","NRP2","8828","neuropilin 2"
"34825","225567_at","INAFM2","100505573","InaF motif containing 2"
"34826","225568_at","TMEM141","85014","transmembrane protein 141"
"34827","225569_at","AGO2","27161","argonaute RISC catalytic component 2"
"34828","225570_at","SLC41A1","254428","solute carrier family 41 member 1"
"34829","225571_at","LIFR","3977","LIF receptor subunit alpha"
"34830","225572_at","CREB1","1385","cAMP responsive element binding protein 1"
"34831","225573_at","ACAD11, NPHP3-ACAD11","84129, 100532724","acyl-CoA dehydrogenase family member 11, NPHP3-ACAD11 readthrough (NMD candidate)"
"34832","225574_at","RWDD4","201965","RWD domain containing 4"
"34833","225575_at","LIFR","3977","LIF receptor subunit alpha"
"34834","225576_at","GINM1","116254","glycosylated integral membrane protein 1"
"34835","225577_at","HCG18","414777","HLA complex group 18"
"34836","225578_at","MZT1","440145","mitotic spindle organizing protein 1"
"34837","225579_at","SLC66A3","130814","solute carrier family 66 member 3"
"34838","225580_at","MRPL50","54534","mitochondrial ribosomal protein L50"
"34839","225581_s_at","MRPL50","54534","mitochondrial ribosomal protein L50"
"34840","225582_at","ITPRIP","85450","inositol 1,4,5-trisphosphate receptor interacting protein"
"34841","225583_at","UXS1","80146","UDP-glucuronate decarboxylase 1"
"34842","225584_at","HCG18","414777","HLA complex group 18"
"34843","225585_at","RAP2A","5911","RAP2A, member of RAS oncogene family"
"34844","225586_at","DPH7","92715","diphthamide biosynthesis 7"
"34845","225587_at","TMEM129","92305","transmembrane protein 129, E3 ubiquitin ligase"
"34846","225588_s_at","TMEM129","92305","transmembrane protein 129, E3 ubiquitin ligase"
"34847","225589_at","SH3RF1","57630","SH3 domain containing ring finger 1"
"34848","225590_at","SH3RF1","57630","SH3 domain containing ring finger 1"
"34849","225591_at","FBXO25","26260","F-box protein 25"
"34850","225592_at","NRM","11270","nurim"
"34851","225593_at","LSM10","84967","LSM10, U7 small nuclear RNA associated"
"34852","225594_at","CREBZF","58487","CREB/ATF bZIP transcription factor"
"34853","225595_at","CREBZF","58487","CREB/ATF bZIP transcription factor"
"34854","225596_at","KLC4","89953","kinesin light chain 4"
"34855","225597_at","SLC45A4","57210","solute carrier family 45 member 4"
"34856","225598_at","SLC45A4","57210","solute carrier family 45 member 4"
"34857","225599_s_at","TRIQK","286144","triple QxxK/R motif containing"
"34858","225600_at","TRIQK","286144","triple QxxK/R motif containing"
"34859","225601_at","HMGB3","3149","high mobility group box 3"
"34860","225602_at","GLIPR2","152007","GLI pathogenesis related 2"
"34861","225603_s_at","TRIQK","286144","triple QxxK/R motif containing"
"34862","225604_s_at","GLIPR2","152007","GLI pathogenesis related 2"
"34863","225605_at","TP53I13","90313","tumor protein p53 inducible protein 13"
"34864","225606_at","BCL2L11","10018","BCL2 like 11"
"34865","225607_at","CCDC43","124808","coiled-coil domain containing 43"
"34866","225608_at","SNX29","92017","sorting nexin 29"
"34867","225609_at","GSR","2936","glutathione-disulfide reductase"
"34868","225610_at","UHRF2","115426","ubiquitin like with PHD and ring finger domains 2"
"34869","225611_at","MAST4","375449","microtubule associated serine/threonine kinase family member 4"
"34870","225612_s_at","B3GNT5","84002","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
"34871","225613_at","MAST4","375449","microtubule associated serine/threonine kinase family member 4"
"34872","225614_at","SAAL1","113174","serum amyloid A like 1"
"34873","225615_at","IFFO2","126917","intermediate filament family orphan 2"
"34874","225616_at","SPRYD4","283377","SPRY domain containing 4"
"34875","225617_at","ODF2","4957","outer dense fiber of sperm tails 2"
"34876","225618_at","ARHGAP27","201176","Rho GTPase activating protein 27"
"34877","225619_at","SLAIN1","122060","SLAIN motif family member 1"
"34878","225620_at","RAB35","11021","RAB35, member RAS oncogene family"
"34879","225621_at","ALG2","85365","ALG2 alpha-1,3/1,6-mannosyltransferase"
"34880","225622_at","PAG1","55824","phosphoprotein membrane anchor with glycosphingolipid microdomains 1"
"34881","225623_at","CIPC","85457","CLOCK interacting pacemaker"
"34882","225624_at","SNX29","92017","sorting nexin 29"
"34883","225625_at","ALKBH2","121642","alkB homolog 2, alpha-ketoglutarate dependent dioxygenase"
"34884","225626_at","PAG1","55824","phosphoprotein membrane anchor with glycosphingolipid microdomains 1"
"34885","225627_s_at","CACHD1","57685","cache domain containing 1"
"34886","225628_s_at","MLLT6","4302","MLLT6, PHD finger containing"
"34887","225629_s_at","ZBTB4","57659","zinc finger and BTB domain containing 4"
"34888","225630_at","EEPD1","80820","endonuclease/exonuclease/phosphatase family domain containing 1"
"34889","225631_at","EEPD1","80820","endonuclease/exonuclease/phosphatase family domain containing 1"
"34890","225632_s_at","RAB43, ISY1-RAB43","339122, 100534599","RAB43, member RAS oncogene family, ISY1-RAB43 readthrough"
"34891","225633_at","DPY19L3","147991","dpy-19 like C-mannosyltransferase 3"
"34892","225634_at","ZC3HAV1","56829","zinc finger CCCH-type containing, antiviral 1"
"34893","225635_s_at","EBLN3P","100506710","endogenous Bornavirus like nucleoprotein 3, pseudogene"
"34894","225636_at","STAT2","6773","signal transducer and activator of transcription 2"
"34895","225637_at","DEF8","54849","differentially expressed in FDCP 8 homolog"
"34896","225638_at","COA6","388753","cytochrome c oxidase assembly factor 6"
"34897","225639_at","SKAP2","8935","src kinase associated phosphoprotein 2"
"34898","225640_at","EBLN3P","100506710","endogenous Bornavirus like nucleoprotein 3, pseudogene"
"34899","225641_at","MEF2D","4209","myocyte enhancer factor 2D"
"34900","225642_at","TXNDC12, KTI12","51060, 112970","thioredoxin domain containing 12, KTI12 chromatin associated homolog"
"34901","225643_at","MAPK1IP1L","93487","mitogen-activated protein kinase 1 interacting protein 1 like"
"34902","225644_at","CCDC117","150275","coiled-coil domain containing 117"
"34903","225645_at","EHF","26298","ETS homologous factor"
"34904","225646_at","CTSC","1075","cathepsin C"
"34905","225647_s_at","CTSC","1075","cathepsin C"
"34906","225648_at","STK35","140901","serine/threonine kinase 35"
"34907","225649_s_at","STK35","140901","serine/threonine kinase 35"
"34908","225650_at","SAMD1","90378","sterile alpha motif domain containing 1"
"34909","225651_at","UBE2E2","7325","ubiquitin conjugating enzyme E2 E2"
"34910","225652_at","FARP2","9855","FERM, ARH/RhoGEF and pleckstrin domain protein 2"
"34911","225653_at","TGFBRAP1","9392","transforming growth factor beta receptor associated protein 1"
"34912","225654_at","NSD1","64324","nuclear receptor binding SET domain protein 1"
"34913","225655_at","UHRF1","29128","ubiquitin like with PHD and ring finger domains 1"
"34914","225656_at","EFHC1","114327","EF-hand domain containing 1"
"34915","225657_at","NCBP2AS2","152217","NCBP2 antisense 2 (head to head)"
"34916","225658_at","SPOPL","339745","speckle type BTB/POZ protein like"
"34917","225659_at","SPOPL","339745","speckle type BTB/POZ protein like"
"34918","225660_at","SEMA6A","57556","semaphorin 6A"
"34919","225661_at","IFNAR1","3454","interferon alpha and beta receptor subunit 1"
"34920","225662_at","MAP3K20","51776","mitogen-activated protein kinase kinase kinase 20"
"34921","225663_at","ACBD5","91452","acyl-CoA binding domain containing 5"
"34922","225664_at","COL12A1","1303","collagen type XII alpha 1 chain"
"34923","225665_at","MAP3K20","51776","mitogen-activated protein kinase kinase kinase 20"
"34924","225666_at","TMTC4","84899","transmembrane O-mannosyltransferase targeting cadherins 4"
"34925","225667_s_at","LRATD1","151354","LRAT domain containing 1"
"34926","225668_at","ATPSCKMT","134145","ATP synthase c subunit lysine N-methyltransferase"
"34927","225669_at","IFNAR1","3454","interferon alpha and beta receptor subunit 1"
"34928","225670_at","ATPSCKMT","134145","ATP synthase c subunit lysine N-methyltransferase"
"34929","225671_at","SPNS2","124976","SPNS lysolipid transporter 2, sphingosine-1-phosphate"
"34930","225672_at","GOLGA2","2801","golgin A2"
"34931","225673_at","MYADM","91663","myeloid associated differentiation marker"
"34932","225674_at","BCAP29","55973","B cell receptor associated protein 29"
"34933","225675_at","TMEM260","54916","transmembrane protein 260"
"34934","225676_s_at","DCAF13","25879","DDB1 and CUL4 associated factor 13"
"34935","225677_at","BCAP29","55973","B cell receptor associated protein 29"
"34936","225678_at","POLR3H","171568","RNA polymerase III subunit H"
"34937","225679_at","NAA30","122830","N-alpha-acetyltransferase 30, NatC catalytic subunit"
"34938","225680_at","LRWD1","222229","leucine rich repeats and WD repeat domain containing 1"
"34939","225681_at","CTHRC1","115908","collagen triple helix repeat containing 1"
"34940","225682_s_at","POLR3H","171568","RNA polymerase III subunit H"
"34941","225683_x_at","PHPT1","29085","phosphohistidine phosphatase 1"
"34942","225684_at","SKA2","348235","spindle and kinetochore associated complex subunit 2"
"34943","225685_at","CDC42EP3","10602","CDC42 effector protein 3"
"34944","225686_at","SKA2","348235","spindle and kinetochore associated complex subunit 2"
"34945","225687_at","FAM83D","81610","family with sequence similarity 83 member D"
"34946","225688_s_at","PHLDB2","90102","pleckstrin homology like domain family B member 2"
"34947","225689_at","POMGNT2","84892","protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)"
"34948","225690_at","CDK12","51755","cyclin dependent kinase 12"
"34949","225691_at","CDK12","51755","cyclin dependent kinase 12"
"34950","225692_at","CAMTA1","23261","calmodulin binding transcription activator 1"
"34951","225693_s_at","CAMTA1","23261","calmodulin binding transcription activator 1"
"34952","225694_at","CDK12","51755","cyclin dependent kinase 12"
"34953","225695_at","SLC35F6","54978","solute carrier family 35 member F6"
"34954","225696_at","COPS7B","64708","COP9 signalosome subunit 7B"
"34955","225697_at","CDK12","51755","cyclin dependent kinase 12"
"34956","225698_at","EPB41L4A-AS1","114915","EPB41L4A antisense RNA 1"
"34957","225699_at","SNHG15","285958","small nucleolar RNA host gene 15"
"34958","225700_at","GLCCI1","113263","glucocorticoid induced 1"
"34959","225701_at","AKNA","80709","AT-hook transcription factor"
"34960","225702_at","C8orf76","84933","chromosome 8 open reading frame 76"
"34961","225703_at","FBRSL1","57666","fibrosin like 1"
"34962","225704_at","FBRSL1","57666","fibrosin like 1"
"34963","225705_at","CEP95","90799","centrosomal protein 95"
"34964","225706_at","GLCCI1","113263","glucocorticoid induced 1"
"34965","225707_at","ARL6IP6","151188","ADP ribosylation factor like GTPase 6 interacting protein 6"
